ghi;dni;dhi;temp_air;ws10
381.0;839.92;62.0;5.69;0.97
438.0;913.7;54.0;8.07;1.45
421.0;851.12;67.0;9.66;2.07
320.0;536.71;123.0;10.4;2.48
224.0;454.89;98.0;10.33;2.55
113.0;447.74;45.0;9.53;2.28
0.0;0.0;0.0;7.61;2.62
0.0;0.0;0.0;5.85;2.83
0.0;0.0;0.0;4.83;2.76
0.0;0.0;0.0;4.51;2.9
0.0;0.0;0.0;3.96;2.62
0.0;0.0;0.0;3.25;2.41
0.0;0.0;0.0;2.45;2.21
0.0;0.0;0.0;1.91;2.07
0.0;0.0;0.0;1.56;1.93
0.0;0.0;0.0;1.01;1.79
0.0;0.0;0.0;1.04;1.38
0.0;0.0;0.0;0.04;1.38
0.0;0.0;0.0;-1.22;1.72
0.0;0.0;0.0;-1.4;1.66
0.0;0.0;0.0;-1.08;1.59
5.0;0.0;5.0;-0.1;1.17
147.0;557.69;46.0;0.78;0.9
281.0;732.38;61.0;3.47;0.76
374.0;785.45;73.0;5.74;0.97
425.0;835.02;71.0;7.71;1.03
429.0;879.02;60.0;8.68;0.76
366.0;819.33;62.0;9.19;0.62
253.0;672.58;64.0;9.35;0.55
119.0;487.66;43.0;9.24;0.62
0.0;0.0;0.0;8.48;0.97
0.0;0.0;0.0;6.43;1.1
0.0;0.0;0.0;5.54;1.1
0.0;0.0;0.0;2.84;1.52
0.0;0.0;0.0;2.46;1.31
0.0;0.0;0.0;2.07;1.17
0.0;0.0;0.0;1.59;1.17
0.0;0.0;0.0;0.73;1.38
0.0;0.0;0.0;0.41;1.45
0.0;0.0;0.0;0.73;1.24
0.0;0.0;0.0;0.85;1.17
0.0;0.0;0.0;1.34;0.97
0.0;0.0;0.0;1.43;0.9
0.0;0.0;0.0;1.76;0.69
0.0;0.0;0.0;1.79;0.76
1.0;0.0;1.0;3.58;0.76
14.0;0.0;14.0;4.16;0.62
31.0;0.0;31.0;5.49;0.48
47.0;0.0;47.0;6.33;0.28
58.0;0.0;58.0;7.21;0.14
101.0;0.0;101.0;7.31;0.28
52.0;0.0;52.0;7.53;0.21
47.0;0.0;47.0;7.73;0.07
23.0;0.0;23.0;7.45;0.14
0.0;0.0;0.0;6.98;0.41
0.0;0.0;0.0;6.4;1.17
0.0;0.0;0.0;6.21;1.52
0.0;0.0;0.0;5.77;1.24
0.0;0.0;0.0;5.58;1.31
0.0;0.0;0.0;5.43;1.38
0.0;0.0;0.0;5.43;1.45
0.0;0.0;0.0;5.38;1.45
0.0;0.0;0.0;5.4;1.52
0.0;0.0;0.0;5.32;1.52
0.0;0.0;0.0;5.46;1.59
0.0;0.0;0.0;5.52;1.45
