ghi;dni;dhi;temp_air;ws10
0.0;0.0;0.0;5.55;7.31
0.0;0.0;0.0;5.32;7.45
0.0;0.0;0.0;5.36;7.59
0.0;0.0;0.0;5.11;0.0
0.0;0.0;0.0;5.04;0.0
0.0;0.0;0.0;4.83;7.38
33.0;36.22;29.0;4.86;7.45
119.0;393.86;52.0;5.07;7.66
82.0;30.42;76.0;5.46;7.93
132.0;257.88;83.0;5.59;8.14
112.0;322.43;64.0;5.58;8.21
40.0;65.24;35.0;5.33;7.93
0.0;0.0;0.0;5.02;7.86
0.0;0.0;0.0;4.68;7.66
0.0;0.0;0.0;4.5;7.24
0.0;0.0;0.0;4.53;7.1
0.0;0.0;0.0;4.67;7.38
0.0;0.0;0.0;4.64;7.24
0.0;0.0;0.0;4.7;6.9
0.0;0.0;0.0;4.77;6.41
0.0;0.0;0.0;4.73;5.86
0.0;0.0;0.0;4.66;5.38
0.0;0.0;0.0;4.57;4.76
0.0;0.0;0.0;4.26;4.0
0.0;0.0;0.0;3.79;3.31
0.0;0.0;0.0;3.27;2.83
0.0;0.0;0.0;2.79;2.62
0.0;0.0;0.0;2.44;2.55
0.0;0.0;0.0;2.02;2.62
0.0;0.0;0.0;1.83;2.62
49.0;141.8;33.0;2.13;2.41
116.0;335.69;58.0;3.16;2.21
115.0;144.88;86.0;4.32;2.21
172.0;611.03;54.0;5.08;2.21
119.0;361.54;64.0;5.22;2.34
65.0;337.57;38.0;4.65;2.28
0.0;0.0;0.0;3.59;2.34
0.0;0.0;0.0;2.56;2.28
0.0;0.0;0.0;1.85;2.07
0.0;0.0;0.0;0.92;1.72
0.0;0.0;0.0;0.6;1.17
0.0;0.0;0.0;1.97;0.34
0.0;0.0;0.0;1.71;0.28
0.0;0.0;0.0;1.41;0.76
0.0;0.0;0.0;0.84;0.97
0.0;0.0;0.0;-0.44;1.24
0.0;0.0;0.0;-0.76;1.24
0.0;0.0;0.0;-2.03;1.59
0.0;0.0;0.0;-2.54;1.79
0.0;0.0;0.0;-2.52;1.86
0.0;0.0;0.0;-2.61;2.0
0.0;0.0;0.0;-2.66;2.0
0.0;0.0;0.0;-2.51;2.0
0.0;0.0;0.0;-1.59;1.93
5.0;0.0;5.0;-0.41;2.07
13.0;0.0;13.0;0.92;2.14
21.0;0.0;21.0;1.61;2.21
61.0;5.09;60.0;2.28;2.14
103.0;192.94;73.0;2.46;2.69
33.0;11.99;32.0;2.36;2.9
0.0;0.0;0.0;2.04;2.69
0.0;0.0;0.0;1.46;2.97
0.0;0.0;0.0;1.04;3.38
0.0;0.0;0.0;0.87;3.79
0.0;0.0;0.0;0.96;4.21
0.0;0.0;0.0;0.95;4.21
0.0;0.0;0.0;0.9;4.28
0.0;0.0;0.0;0.99;4.28
0.0;0.0;0.0;1.0;4.28
0.0;0.0;0.0;1.04;4.28
0.0;0.0;0.0;0.98;4.41
0.0;0.0;0.0;1.14;4.41
0.0;0.0;0.0;1.23;4.48
0.0;0.0;0.0;1.53;4.55
0.0;0.0;0.0;1.68;4.48
0.0;0.0;0.0;2.05;4.48
0.0;0.0;0.0;2.29;4.9
0.0;0.0;0.0;2.81;4.97
25.0;0.0;25.0;3.3;4.97
18.0;0.0;18.0;3.65;4.83
55.0;0.0;55.0;4.1;4.76
23.0;0.0;23.0;4.4;4.69
56.0;6.29;55.0;4.52;4.62
7.0;0.0;7.0;4.57;4.48
0.0;0.0;0.0;4.19;4.41
0.0;0.0;0.0;3.79;4.34
0.0;0.0;0.0;3.44;4.28
0.0;0.0;0.0;3.3;4.41
0.0;0.0;0.0;3.23;4.69
0.0;0.0;0.0;3.12;4.69
0.0;0.0;0.0;3.06;4.83
0.0;0.0;0.0;3.1;4.76
0.0;0.0;0.0;3.48;4.76
0.0;0.0;0.0;4.11;4.62
0.0;0.0;0.0;4.84;4.62
0.0;0.0;0.0;5.32;4.55
0.0;0.0;0.0;5.74;4.62
0.0;0.0;0.0;6.16;4.9
0.0;0.0;0.0;6.62;5.17
0.0;0.0;0.0;6.87;5.31
0.0;0.0;0.0;6.84;5.31
0.0;0.0;0.0;6.48;5.24
50.0;115.92;36.0;6.49;5.45
12.0;0.0;12.0;6.59;5.66
21.0;0.0;21.0;6.72;5.79
17.0;0.0;17.0;6.85;5.93
13.0;0.0;13.0;6.9;6.07
7.0;0.0;7.0;6.98;6.07
0.0;0.0;0.0;6.93;6.07
0.0;0.0;0.0;6.84;6.21
0.0;0.0;0.0;6.73;6.41
0.0;0.0;0.0;6.65;6.41
0.0;0.0;0.0;6.86;6.69
0.0;0.0;0.0;6.64;6.83
0.0;0.0;0.0;6.44;6.76
0.0;0.0;0.0;6.21;6.55
0.0;0.0;0.0;6.07;6.07
0.0;0.0;0.0;6.0;5.66
0.0;0.0;0.0;6.01;5.45
0.0;0.0;0.0;5.97;5.31
0.0;0.0;0.0;5.88;5.03
0.0;0.0;0.0;5.78;4.9
0.0;0.0;0.0;5.72;4.69
0.0;0.0;0.0;5.65;4.41
0.0;0.0;0.0;5.46;4.21
